mls,home_type,status,address,city,zip,county,list_price,close_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,psf_sold,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
38971187,Rental,Sold,2206 Holman Street,Houston,77004,Harris,2350,2350,4,Emancipation Twnhm Village,University Area,27,Houston,BLACKSHEAR ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,2476,0.95,0.95,2015,3,3,3.1,0,3,1,"Traditional, Victorian",28
14028677,Rental,Sold,818 E Heights Hollow Lane,Houston,77007,Harris,2500,2500,16,MEMORIAL HEIGHTS SEC 09 AMEN,Rice Military/Washington Corridor,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2476,1.01,1.01,2003,3,3,3.1,1,3,2,Traditional,131
49206202,Rental,Sold,1801 Potomac Drive #C,Houston,77057,Harris,2700,2700,22,West Haven Estates,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2476,1.09,1.09,1983,3,2,2.1,2,2,2,"Traditional, Victorian",35
73841688,Rental,Sold,4428 Eli Street,Houston,77007,Harris,2900,2900,16,Keystone at West End,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2477,1.17,1.17,2013,3,3,3.1,0,1,2,Contemporary/Modern,27
83088565,Rental,Sold,5523 Queensloch Drive,Houston,77096,Harris,2995,2995,20,Marilyn Estates Sec 10,Meyerland Area,27,Houston,PARKER ELEMENTARY SCHOOL (HOUSTON),MEYERLAND MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2479,1.21,1.21,1963,4,3,3.1,0,1,2,Georgian,22
66116499,Rental,Sold,10922 Brookeshire Chase Lane ,Houston,77043,Harris,2750,2750,24,Upland Estates,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2485,1.11,1.11,2020,3,3,3.1,0,3,2,"Contemporary/Modern, Mediterranean",90
2479470,Rental,Sold,10903 Brookeshire Chase Lane ,Houston,77043,Harris,2900,2900,24,Upland Estates,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2485,1.17,1.17,2020,3,3,3.1,0,3,2,"Contemporary/Modern, Mediterranean",12
37518229,Rental,Sold,970 Patterson Street,Houston,77007,Harris,2750,2550,16,Washington Brownstone,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2489,1.1,1.02,2004,3,3,3,0,3,2,Contemporary/Modern,29
4527564,Rental,Sold,8912 Terrace Pass Drive ,Houston,77080,Harris,2300,2300,24,Knoll Park,Spring Branch,49,Spring Branch,SPRING BRANCH ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2489,0.92,0.92,2017,3,2,2.1,0,3,2,Traditional,84
91992261,Rental,Sold,5303 Carew Street,Houston,77096,Harris,1900,1900,20,Braesmont Sec 01,Meyerland Area,27,Houston,LOVETT ELEMENTARY SCHOOL,MEYERLAND MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,2489,0.76,0.76,1958,4,3,3,1,1,2,Traditional,20
20816914,Rental,Sold,324 W 6th Street,Houston,77007,Harris,3000,2900,9,Three O 06,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2489,1.21,1.17,2008,3,2,2.1,1,3,2,Contemporary/Modern,81
12389047,Rental,Sold,708 Rosedale Street,Houston,77006,Harris,2500,2450,17,South End Villa,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2490,1,0.98,1998,3,3,3.1,0,3,2,"Traditional, Victorian",43
22173865,Rental,Sold,1230 W 25th Street #A,Houston,77008,Harris,2900,2900,9,Homefront Enclave,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2492,1.16,1.16,2017,3,3,3.1,1,2,2,"Traditional, Victorian",52
71420049,Rental,Sold,1604 Ovid Street #B,Houston,77007,Harris,3300,3050,9,Ovid Court,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2494,1.32,1.22,2016,3,3,3.1,0,3,2,Contemporary/Modern,13
82987166,Rental,Option Pending,10106 Sagecourt Drive,Houston,77089,Harris,2100,,3,Sageglen,Southbelt/Ellington,9,Clear Creek,WEBER ELEMENTARY,WESTBROOK INTERMEDIATE SCHOOL,CLEAR BROOK HIGH SCHOOL,2495,0.84,,1978,4,2,2,1,2,2,Traditional,52
82400480,Rental,Sold,14003 Suffolk Woods Lane,Houston,77047,Harris,1650,1650,3,Brunswick Meadows,Medical Center South,27,Houston,LAW ELEMENTARY SCHOOL,THOMAS MIDDLE SCHOOL,WORTHING HIGH SCHOOL,2500,0.66,0.66,2012,4,2,2.1,0,2,2,Traditional,2
20712717,Rental,Sold,5909 Dolores Street #C,Houston,77057,Harris,2275,2000,22,Richmond Terrace Amd,Galleria,27,Houston,SCHOOL AT ST GEORGE PLACE,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2500,0.91,0.8,1998,3,2,2.1,1,2,2,"Traditional, Victorian",46
15275230,Rental,Sold,5617 Mina Way,Houston,77081,Harris,2950,2800,17,Edison Park,Bellaire Area,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,2509,1.18,1.12,2016,3,3,3.1,0,3,2,"Contemporary/Modern, Mediterranean",3
60664936,Rental,Sold,5634 Woodbrook Way,Houston,77081,Harris,2900,2900,17,Edison Park,Bellaire Area,27,Houston,CUNNINGHAM ELEMENTARY SCHOOL (HOUSTON),LONG MIDDLE SCHOOL (HOUSTON),BELLAIRE HIGH SCHOOL,2509,1.16,1.16,2016,3,3,3.1,0,3,2,"Traditional, Victorian",26
48415551,Rental,Sold,2631 Commonwealth Street,Houston,77006,Harris,3950,3850,16,California Court,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2512,1.57,1.53,2001,3,3,3.1,1,3,2,Contemporary/Modern,26
90109602,Rental,Sold,5857 Kiam Street,Houston,77007,Harris,2750,2775,9,Langston Court Sub,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2514,1.09,1.1,2014,3,3,3.1,0,3,2,Contemporary/Modern,27
4905926,Rental,Sold,1600 Driscoll Street,Houston,77019,Harris,3300,3300,16,Hyde Park Main Sec 06,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2514,1.31,1.31,2006,3,3,3.1,1,4,2,"Traditional, Victorian",34
54111737,Rental,Pending,5914 Burgoyne Road,Houston,77057,Harris,2500,,22,Westhaven Estates Sec 01 Amd,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2515,0.99,,2000,3,3,3.1,1,3,1,"Traditional, Victorian",96
6490488,Rental,Sold,1534 Vermont Street,Houston,77006,Harris,1595,1595,16,LUCILE PLACE,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2518,0.63,0.63,1939,2,1,1,0,2,0,"Traditional, Victorian",16
62774599,Rental,Pending,3125 Wroxton Road,Houston,77005,Harris,5200,,17,Monticello,West University/Southside Area,27,Houston,WEST UNIVERSITY ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2518,2.07,,1939,4,2,2.1,1,2,1,"Traditional, Victorian",86
84902228,Rental,Sold,5103 Eigel Street,Houston,77007,Harris,2400,2400,16,Brunner,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2518,0.95,0.95,1999,3,3,3.1,1,3,2,Traditional,23
12355224,Rental,Pending,1321 Dorothy Street,Houston,77008,Harris,3000,,9,Houston Heights Annex,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2524,1.19,,2012,3,2,2.1,0,2,2,Traditional,15
28092181,Rental,Sold,5618 Schuler Street,Houston,77007,Harris,3700,3700,16,Rice Military,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2525,1.47,1.47,2018,3,2,2.1,0,2,2,Traditional,45
37713019,Rental,Pending,1113 Waverly Street,Houston,77008,Harris,3500,,9,Stessel Add,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2527,1.39,,2004,3,2,2.1,1,2,1,Victorian,27
7710510,Rental,Sold,8715 Compton Street #A,Houston,77016,Harris,1050,1050,2,Laura Koppe Place,Northside,27,Houston,COOK ELEMENTARY SCHOOL (HOUSTON),KEY MIDDLE SCHOOL,KASHMERE HIGH SCHOOL,2528,0.42,0.42,2007,3,2,2,0,1,0,"Traditional, Victorian",7
53622876,Rental,Sold,153 White Drive,Bellaire,77401,Harris,3000,2800,17,PARK AT BELLAIRE,Bellaire Area,27,Houston,HORN ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,2528,1.19,1.11,2005,3,2,2.1,1,2,2,Traditional,53
28813799,Rental,Sold,12338 Packard Bend Trail,Houston,77089,Harris,1850,1850,3,College Place Sec 04,Southbelt/Ellington,9,Clear Creek,NORTH POINTE ELEMENTARY SCHOOL,WESTBROOK INTERMEDIATE SCHOOL,CLEAR BROOK HIGH SCHOOL,2529,0.73,0.73,2008,4,2,2.1,1,2,2,Traditional,28
92386485,Rental,Sold,2801 Southmore Boulevard #B,Houston,77004,Harris,1149,1149,4,Lincoln Park Add,University Area,27,Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,2532,0.45,0.45,1931,2,2,2,0,2,1,Traditional,6
51420375,Rental,Pending,1051 W 24th Street,Houston,77008,Harris,3000,,9,Titan Crest Sub,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2534,1.18,,2012,3,3,3.1,1,3,2,Spanish,11
47425061,Rental,Sold,221 A W 25th Street,Houston,77008,Harris,3000,2900,9,Houston Heights,Heights/Greater Heights,27,Houston,HELMS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2536,1.18,1.14,2017,3,2,2.1,1,2,2,"Traditional, Victorian",15
10641818,Rental,Sold,1008 Missouri Street,Houston,77006,Harris,3500,3600,16,Hyde Park Annex,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2536,1.38,1.42,1920,4,3,3,1,2,1,Victorian,41
66944990,Rental,Sold,7710 Meadowglen Lane,Houston,77063,Harris,3500,3200,22,Briarmeadow Sec 01,Briarmeadow/Tanglewilde,27,Houston,PINEY POINT ELEMENTARY SCHOOL,REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2538,1.38,1.26,1961,3,2,2.1,1,1,2,Traditional,18
69813362,Rental,Sold,11415 Bandera Valley Court,Houston,77089,Harris,2000,2000,3,Riverstone Ranch Sec 07,Southbelt/Ellington,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2540,0.79,0.79,2004,4,2,2.1,1,2,2,"Traditional, Victorian",3
2813167,Rental,Sold,2416 La Branch Street,Houston,77004,Harris,2300,2200,16,Landing At La Branch T H,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2540,0.91,0.87,2004,3,3,3.1,1,3,2,Mediterranean,161
42265183,Rental,Sold,4039 Falkirk Lane,Houston,77025,Harris,3100,2800,17,Ayrshire,Braeswood Place,27,Houston,TWAIN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,2542,1.22,1.1,1959,3,2,2,0,1,2,Traditional,52
16949483,Rental,Sold,13 Town Oaks Place,Bellaire,77401,Harris,3450,3450,17,Town Oaks Place,Bellaire Area,27,Houston,HORN ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,2543,1.36,1.36,1981,4,3,3.1,0,2,1,Traditional,10
42169046,Rental,Sold,7226 Birchtree Forest Drive,Houston,77088,Harris,1800,1800,11,Oaks of Inwood,Northwest Houston,1,Aldine,HARRIS ACADEMY,HOFFMAN MIDDLE SCHOOL,EISENHOWER HIGH SCHOOL,2545,0.71,0.71,1984,4,2,2.1,1,1,3,Traditional,24
17003451,Rental,Sold,9526 Meadowcroft Drive,Houston,77063,Harris,2195,2195,22,Tanglewilde Sec 03,Briarmeadow/Tanglewilde,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2546,0.86,0.86,1960,5,2,2,1,1,0,Traditional,16
84826710,Rental,Sold,1005 S Shepherd Drive #808,Houston,77019,Harris,4100,4100,16,Renoir Condo,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2546,1.61,1.61,2000,2,2,2,1,2,2,French,26
13984300,Rental,Sold,1113 Peveto Street #B,Houston,77019,Harris,3000,3000,16,Riverwood/Peveto Sec 01,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2548,1.18,1.18,2005,3,3,3.1,1,3,2,Contemporary/Modern,92
96723012,Rental,Sold,5533 Cornish Street,Houston,77007,Harris,2475,2475,9,Cottage Grove Sec 02,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2548,0.97,0.97,2000,3,2,2.1,1,3,2,Contemporary/Modern,159
55015304,Rental,Pending,1601 W 24th Street #A,Houston,77008,Harris,2750,,9,Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2550,1.08,,2012,3,3,3.1,0,3,1,"Traditional, Victorian",31
60126582,Rental,Option Pending,911 Bayou River Drive,Houston,77079,Harris,2490,,23,Fleetwood Sec 04 R/P,Energy Corridor,30,Katy,WOLFE ELEMENTARY SCHOOL,MEMORIAL PARKWAY JUNIOR HIGH SCHOOL,TAYLOR HIGH SCHOOL (KATY),2552,0.98,,1977,3,2,2,1,1,2,Traditional,32
37863241,Rental,Sold,1826 Colquitt Street #D,Houston,77098,Harris,2400,2400,16,Covington Oaks,Montrose,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2553,0.94,0.94,2002,3,3,3.1,1,3,2,Mediterranean,27
73132139,Rental,Sold,4919 Nolda Street,Houston,77007,Harris,3200,3200,16,Rice Military,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2555,1.25,1.25,2004,3,3,3.1,1,3,2,Contemporary/Modern,44
62074307,Rental,Sold,5713 Rose Street #A,Houston,77007,Harris,3795,3750,16,Birdroseana,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2556,1.48,1.47,2009,3,3,3.1,0,3,2,Contemporary/Modern,8
9303958,Rental,Sold,5713 Rose Street #C,Houston,77007,Harris,3600,3600,16,Rice Military,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2556,1.41,1.41,2009,3,3,3.1,0,3,2,"Contemporary/Modern, Traditional",115
32173339,Rental,Sold,4215 Dickson Street,Houston,77007,Harris,3150,3000,16,Waterhill Homes/Dickson,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2556,1.23,1.17,2018,3,3,3.1,0,3,1,"Traditional, Victorian",13
10277666,Rental,Sold,1203 Detering Street,Houston,77007,Harris,2700,2700,16,Waterhill Homes/Detering Sec,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2557,1.06,1.06,2007,3,3,3.1,0,1,1,"Traditional, Victorian",47
31597870,Rental,Sold,1510 Reinerman Street,Houston,77007,Harris,2900,2900,16,Astral Homes/Eigel,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2558,1.13,1.13,2006,3,3,3.1,1,3,2,Mediterranean,90
66503133,Rental,Sold,9106 Riddlewood Lane,Houston,77025,Harris,2700,2700,17,Woodside Sec 03,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,2562,1.05,1.05,1958,4,2,2.1,1,1,2,Traditional,8
72103397,Rental,Sold,1004 Stanford Street #A,Houston,77019,Harris,3200,3000,16,Stanford Place Twnhms 02,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2563,1.25,1.17,2003,2,2,2.1,1,3,2,Traditional,45
36426054,Rental,Pending,2015 Mcclendon Street,Houston,77030,Harris,3600,,17,Southgate,Rice/Museum District,27,Houston,ROBERTS ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2566,1.4,,2014,3,3,3.1,1,3,2,French,9
28507603,Rental,Sold,914 Main Street #1902,Houston,77002,Harris,3500,3250,9,Commerce Tower Condo 02 Amd,Downtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,2567,1.36,1.27,1995,3,2,2.1,0,1,2,"Traditional, Victorian",82
94034204,Rental,Sold,1512 Yale Street #A,Houston,77008,Harris,4200,4200,9,Falcon Heights,Heights/Greater Heights,27,Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2568,1.64,1.64,2014,3,3,3.1,0,4,2,"Contemporary/Modern, Traditional",4
61717654,Rental,Sold,3423 Skyline Village Drive,Houston,77057,Harris,2300,2300,22,Skyline Park Village,Galleria,27,Houston,PILGRIM ACADEMY,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2570,0.89,0.89,2009,3,3,3.1,1,3,2,"Traditional, Victorian",25
52475889,Rental,Sold,9528 Bayou Brook Street,Houston,77063,Harris,2200,2200,22,Woodlake Forest Sec 04c R/P,Memorial West,27,Houston,EMERSON ELEMENTARY SCHOOL (HOUSTON),REVERE MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2572,0.86,0.86,1983,3,3,3.1,1,2,1,Georgian,37
74371184,Rental,Sold,1504 W 23rd Street #B,Houston,77008,Harris,3600,3350,9,Shady Acres,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2574,1.4,1.3,2001,3,2,2.1,1,2,2,Traditional,49
23341163,Rental,Sold,909 Rhode Place #A,Houston,77019,Harris,3400,3400,16,Patio Homes at Rhode Place,Midtown - Houston,27,Houston,GREGORY-LINCOLN ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,HEIGHTS HIGH SCHOOL,2576,1.32,1.32,2020,3,2,2.1,0,2,2,"Traditional, Victorian",56
9989508,Rental,Sold,514 Birdsall Street,Houston,77007,Harris,2995,2700,16,Rice Military,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2576,1.16,1.05,2002,3,3,3.1,1,3,2,"Contemporary/Modern, Traditional",86
79090451,Rental,Sold,11407 Sagecherry Drive,Houston,77089,Harris,1950,2000,3,Sagemeadow Sec 02,Southbelt/Ellington,41,Pasadena,FRAZIER ELEMENTARY SCHOOL (PASADENA),THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2578,0.76,0.78,1974,4,3,3,1,1,1,"Traditional, Victorian",5
94671316,Rental,Sold,4611 Austin Street #C,Houston,77004,Harris,2650,2600,17,Galwan Twnhms,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2582,1.03,1.01,2008,3,3,3.1,1,4,2,Contemporary/Modern,129
79207009,Rental,Sold,128 Detering Street #A,Houston,77007,Harris,2950,3000,16,Rice Military,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2583,1.14,1.16,2005,3,3,3.1,1,3,2,Traditional,46
20806005,Rental,Pending,908 W 26th Street #A,Houston,77008,Harris,2750,,9,Shady Acres Pointe,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2585,1.06,,2009,3,3,3.1,0,3,2,Traditional,46
5532419,Rental,Sold,12103 Fairbury Drive,Houston,77089,Harris,1600,1600,3,Scarsdale Sec 01,Southbelt/Ellington,41,Pasadena,BURNETT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2586,0.62,0.62,1971,5,2,2,0,1,0,Traditional,56
31474040,Rental,Sold,6919 Wolfberry Lane,Baytown,77521,Harris,1900,1900,2,West Meadows Sec 4,Baytown/Harris County,23,Goose Creek,HOPPER/HIGHLANDS ELEMENTARY SCHOOL,BAYTOWN JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2586,0.73,0.73,2014,5,2,2.1,0,2,2,Traditional,32
58518176,Rental,Sold,1818 Binz Street #B,Houston,77004,Harris,3600,3500,17,Tuscan Woods Villas,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2586,1.39,1.35,2007,3,3,3.1,1,3,1,Mediterranean,40
3848161,Rental,Sold,1013 E 27th Street,Houston,77009,Harris,2990,2990,9,Sunset Heights,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2590,1.15,1.15,2013,3,2,2.1,0,2,2,"Traditional, Victorian",10
18339288,Rental,Sold,2736 Cortlandt Street #C,Houston,77008,Harris,2600,2600,9,Sanchez Dream Homes,Heights/Greater Heights,27,Houston,HELMS ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2590,1,1,2008,3,3,3.1,1,3,0,"Traditional, Victorian",47
40912978,Rental,Sold,5203 Larkin Street,Houston,77007,Harris,2750,2600,9,Cottage Grove,Cottage Grove,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2591,1.06,1,2014,3,2,2.1,0,2,2,Traditional,25
87308742,Rental,Sold,3535 Wentworth Street,Houston,77004,Harris,2600,2600,4,Tierwester Oaks,University Area,27,Houston,LOCKHART ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,2600,1,1,1954,4,3,3,0,1,1,Traditional,20
72953075,Rental,Sold,10223 Emnora Ln ,Houston,77043,Harris,1850,1800,24,Spring Branch Valley,Spring Branch,49,Spring Branch,WESTWOOD ELEMENTARY SCHOOL (SPRING BRANCH),SPRING OAKS MIDDLE SCHOOL,SPRING WOODS HIGH SCHOOL,2600,0.71,0.69,1981,4,2,2.1,1,2,2,Traditional,54
12117209,Rental,Sold,10111 Sagecourt Drive,Houston,77089,Harris,1900,1900,3,Sageglen,Southbelt/Ellington,9,Clear Creek,WEBER ELEMENTARY,WESTBROOK INTERMEDIATE SCHOOL,CLEAR BROOK HIGH SCHOOL,2600,0.73,0.73,1978,4,2,2,1,2,2,Traditional,47
82876744,Rental,Sold,9275 Buffalo Speedway ,Houston,77025,Harris,2800,2800,17,Pemberton Park Twnhms,Knollwood/Woodside Area,27,Houston,LONGFELLOW ELEMENTARY SCHOOL (HOUSTON),PERSHING MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,2601,1.08,1.08,2004,3,3,3.1,1,3,2,Traditional,25
17710348,Rental,Option Pending,2203 Oxford Street,Houston,77008,Harris,6000,,9,Houston Heights Pt Rep 9,Heights/Greater Heights,27,Houston,FIELD ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2602,2.31,,2014,3,3,3.1,0,2,2,Traditional,16
