mls,home_type,status,address,city,zip,county,list_price,area,subdivision,market_area,school_dist_no,school_district,elementary,middle,high_school,bldg_sf,psf,year,bedrooms,full_baths,total_baths,fireplaces,stories,garages,style,dom
3235605,Single-Family,Active,2806 Grand Fountains Drive #B,Houston,77054,Harris,384990,18,Medical Center,Medical Center Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1914,201.14,2021,3,3,3.1,0,3,2,Other Style,48
40314074,Townhouse/Condo,Active,2719 Eado Grove Lane,Houston,77003,Harris,379990,4,EaDo,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,1736,218.89,2021,3,3,3.1,0,3,2,Contemporary/Modern,63
13147540,Single-Family,Active,2806 Grand Fountains Drive #C,Houston,77054,Harris,384990,18,Medical Center,Medical Center Area,27,Houston,SHEARN ELEMENTARY SCHOOL,PERSHING MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),1914,201.14,2021,3,3,3.1,0,3,2,Other Style,17
66200724,Single-Family,Active,2009 Turkana Lane,Houston,77055,Harris,279900,24,Jacquelyn Vista,Spring Branch,49,Spring Branch,TREASURE FOREST ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1485,188.48,2021,3,2,2.1,0,2,2,Traditional,61
13164720,Single-Family,Active,9015 Lonestar Creek Bend Lane,Houston,77080,Harris,295728,24,Spring Branch Gardens,Spring Branch,49,Spring Branch,SPRING BRANCH ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1506,196.37,2021,3,2,2.1,0,2,1,"Contemporary/Modern, Traditional",33
30684333,Townhouse/Condo,Active,6305 Paddington Bend Drive,Houston,77008,Harris,444700,9,Palisades Park,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1986,223.92,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",22
34629904,Townhouse/Condo,Active,6307 Paddington Bend Drive,Houston,77008,Harris,439700,9,Palisades Park,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1986,221.4,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",22
20024686,Townhouse/Condo,Active,6319 Paddington Bend Drive,Houston,77008,Harris,439700,9,Palisades Park,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1986,221.4,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",22
42632007,Single-Family,Active,2011 Turkana Lane,Houston,77055,Harris,279900,24,Jacquelyn Vista,Spring Branch,49,Spring Branch,TREASURE FOREST ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1485,188.48,2021,3,2,2.1,0,2,2,Traditional,61
53731125,Single-Family,Active,1106 Brooks st ,Houston,77009,Harris,389000,9,FULTON ENCLAVE,Northside,27,Houston,SHERMAN ELEMENTARY SCHOOL,MARSHALL MIDDLE SCHOOL,NORTHSIDE HIGH SCHOOL,1815,214.33,2021,3,3,3.1,0,3,0,"Contemporary/Modern, Other Style",15
47027260,Single-Family,Active,525 Memorial Heights Drive Drive,Houston,77007,Harris,674900,16,Memorial Heights Villas,Rice Military/Washington Corridor,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2702,249.78,2021,3,3,3.1,0,4,0,Contemporary/Modern,33
15073790,Townhouse/Condo,Active,6323 Paddington Bend Drive,Houston,77008,Harris,449700,9,Palisades Park,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1999,224.96,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",22
80081564,Townhouse/Condo,Active,4502 Trevor Park Lane,Houston,77018,Harris,345700,9,Park at Yale,Northwest Houston,27,Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1834,188.5,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",41
31690158,Single-Family,Active,4510 Trevor Park Lane,Houston,77018,Harris,345700,9,Park at Yale,Northwest Houston,27,Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1834,188.5,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",41
7279374,Townhouse/Condo,Active,4504 Trevor Park Lane,Houston,77018,Harris,342700,9,Park at Yale,Northwest Houston,27,Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1834,186.86,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",41
81517553,Townhouse/Condo,Active,4506 Trevor Park Lane,Houston,77018,Harris,342700,9,Park at Yale,Northwest Houston,27,Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1834,186.86,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",41
63694871,Townhouse/Condo,Active,4508 Trevor Park Lane,Houston,77018,Harris,342700,9,Park at Yale,Northwest Houston,27,Houston,KENNEDY ELEMENTARY SCHOOL (HOUSTON),WILLIAMS MIDDLE SCHOOL,WASHINGTON HIGH SCHOOL,1834,186.86,2021,3,3,3.1,0,3,2,"Contemporary/Modern, Other Style",41
84394614,Single-Family,Active,807 Blackshire Lane,Houston,77055,Harris,839000,9,Somerset Green,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,3228,259.91,2021,4,4,4.1,0,4,2,Georgian,63
61746431,Single-Family,Active,809 Blackshire Lane,Houston,77055,Harris,704000,9,Somerset Green,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2542,276.95,2021,3,3,3.1,0,3,2,Georgian,63
65996183,Single-Family,Active,7706 Kivu Lane,Houston,77055,Harris,284900,24,Jacquelyn Vista,Spring Branch,49,Spring Branch,TREASURE FOREST ELEMENTARY SCHOOL,LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1518,187.68,2021,3,2,2.1,0,2,2,Traditional,61
35214284,Single-Family,Active,5118 Pine Reach Drive,Houston,77018,Harris,319700,9,Pinemont Area,Shepherd Park Plaza Area,27,Houston,DURHAM ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,1435,222.79,2021,3,2,2.1,0,2,2,Traditional,9
19871759,Single-Family,Active,3038 Charline Avenue,Houston,77054,Harris,367990,17,Medical Center,Medical Center Area,27,Houston,THOMPSON ELEMENTARY SCHOOL (HOUSTON),CULLEN MIDDLE SCHOOL (HOUSTON),YATES HIGH SCHOOL,1700,216.46,2021,3,3,3.1,0,3,2,Contemporary/Modern,34
85885577,Single-Family,Active,3511 Facundo Street #C,Houston,77018,Harris,621000,9,The Claire/Garden Oaks,Oak Forest East Area,27,Houston,GARDEN OAKS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2454,253.06,2021,3,3,3.1,0,4,2,Traditional,230
16363247,Single-Family,Active,10943 Grove Tree Lane,Houston,77043,Harris,425000,24,Upland Grove,Spring Branch,49,Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2064,205.91,2021,3,3,3.1,1,3,2,"Colonial, French",137
29432440,Single-Family,Active,1909 Lonestar Brook Lane,Houston,77080,Harris,316623,24,Spring Branch Gardens,Spring Branch,49,Spring Branch,SPRING BRANCH ELEMENTARY SCHOOL,SPRING WOODS MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,1818,174.16,2021,3,2,2.1,0,3,2,"Contemporary/Modern, Traditional",39
91967912,Single-Family,Active,7534 Viano Lane,Houston,77055,Harris,825000,24,Ravenna,Spring Branch,49,Spring Branch,HOUSMAN ELEMENTARY SCHOOL,SPRING BRANCH MIDDLE SCHOOL (SPRING BRANCH),MEMORIAL HIGH SCHOOL (SPRING BRANCH),3068,268.9,2021,3,4,4.1,1,4,2,Mediterranean,14
59947959,Townhouse/Condo,Active,8713 Oak Kolbe Lane,Houston,77080,Harris,460000,24,Kolbe Farms Sub 1,Spring Branch,49,Spring Branch,EDGEWOOD ELEMENTARY SCHOOL (SPRING BRANCH),LANDRUM MIDDLE SCHOOL,NORTHBROOK HIGH SCHOOL,2208,208.33,2021,3,3,3.1,0,4,2,"Other Style, Traditional",44
16996871,Townhouse/Condo,Active,4506 La Branch Street #3,Houston,77004,Harris,430000,17,View/La Branch,Rice/Museum District,27,Houston,MACGREGOR ELEMENTARY SCHOOL,CULLEN MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2146,200.37,2021,3,3,3.1,0,3,2,Contemporary/Modern,144
2748056,Mid/Hi-Rise Condo,Active,2240 Mimosa Drive #PH-7W,Houston,77019,Harris,4315000,16,Mimosa Terrace,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),4346,992.87,2021,3,4,4,1,1,0,Other Style,64
16341895,Mid/Hi-Rise Condo,Active,2240 Mimosa Drive #PH-8W,Houston,77019,Harris,4950000,16,Mimosa Terrace,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),3973,1245.91,2021,3,3,3.1,1,1,0,Other Style,54
66854000,Mid/Hi-Rise Condo,Active,2240 Mimosa Drive #PH-8E,Houston,77019,Harris,4795000,16,Mimosa Terrace,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),3508,1366.88,2021,3,3,3.1,1,1,0,Other Style,54
68809321,Mid/Hi-Rise Condo,Active,6017 Memorial  #507,Houston,77007,Harris,2495000,16,THE SOPHIE AT BAYOU BEND,Memorial Park,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),3425,728.47,2021,3,3,3.1,1,1,0,Other Style,50
75880368,Mid/Hi-Rise Condo,Active,2240 Mimosa Drive #5E,Houston,77019,Harris,2890000,16,Mimosa Terrace,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),3208,900.87,2021,3,3,3.1,0,1,0,Other Style,64
45607710,Mid/Hi-Rise Condo,Active,2240 Mimosa Drive #4W,Houston,77019,Harris,2150000,16,Mimosa Terrace,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2464,872.56,2021,3,3,3,0,1,0,Other Style,64
21050812,Mid/Hi-Rise Condo,Active,2323 W Main Street #703,Houston,77098,Harris,1849000,16,Upper Kirby,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2417,765,2021,2,2,2.1,0,1,0,Other Style,146
81224490,Mid/Hi-Rise Condo,Active,2240 Mimosa Drive #3N,Houston,77019,Harris,1395000,16,Mimosa Terrace,River Oaks Area,27,Houston,RIVER OAKS ELEMENTARY SCHOOL (HOUSTON),LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1941,718.7,2021,2,2,2.1,0,1,0,Other Style,64
71831890,Mid/Hi-Rise Condo,Active,2323 W Main Street #401,Houston,77098,Harris,1137000,16,Upper Kirby,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1666,682.47,2021,2,2,2.1,0,1,0,Other Style,146
79849831,Mid/Hi-Rise Condo,Active,2323 W Main Street #204,Houston,77098,Harris,960000,16,Upper Kirby,Upper Kirby,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1524,629.92,2021,2,2,2.1,0,1,0,Other Style,146
27637857,Single-Family,Active,1039 Harvard Street,Houston,77008,Harris,1750000,9,Houston Heights,Heights/Greater Heights,27,Houston,HARVARD ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,4354,401.93,2021,4,3,3.2,1,2,2,"Contemporary/Modern, Traditional",111
10630358,Single-Family,Active,2324 Albans Road,Houston,77005,Harris,1850000,17,Southampton Place,Rice/Museum District,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),4137,447.18,2021,4,3,3.1,1,2,2,Traditional,14
74780259,Single-Family,Active,1264 Wood Hollow Drive,Houston,77057,Harris,1100000,22,Tanglewood Hollow,Briargrove,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,3716,296.02,2021,3,3,3.1,0,4,2,Traditional,67
85428683,Single-Family,Active,6014 Inwood ,Houston,77057,Harris,1065000,22,Westhaven Estates,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,3683,289.17,2021,3,4,4.1,0,3,2,Traditional,32
58399669,Single-Family,Active,2015 Covent Garden Station,Houston,77045,Harris,580000,18,Fannin Station,Medical Center Area,27,Houston,HOBBY ELEMENTARY SCHOOL,LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),3599,161.16,2021,4,3,3.1,1,3,2,Other Style,40
62495647,Single-Family,Active,6016 Inwood Drive,Houston,77057,Harris,1015000,22,Westhaven Estates Sec 2 Partial Replat 8,Galleria,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,3470,292.51,2021,3,3,3.1,2,3,2,Traditional,60
86960965,Single-Family,Active,2628 Fountain Key Boulevard,Houston,77008,Harris,709900,9,Fountain Park,Heights/Greater Heights,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,3443,206.19,2021,4,4,4.1,0,3,2,"Contemporary/Modern, Traditional",8
30626749,Single-Family,Active,305 Willard Street,Houston,77006,Harris,699000,16,Montrose,Montrose,27,Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),3085,226.58,2021,4,3,3.1,0,2.5,2,"Contemporary/Modern, Traditional",13
59088557,Single-Family,Active,5915 E Post Oak Lane,Houston,77055,Harris,579900,24,Uptown North,Spring Branch,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,3052,190.01,2021,4,4,4.1,0,4,2,Contemporary/Modern,11
76810964,Single-Family,Active,1972 Highland Meadows Drive,Pearland,77089,Harris,394995,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2991,132.06,2021,5,3,3,0,2,2,Traditional,27
10559551,Townhouse/Condo,Active,1312 Wood Hollow Drive,Houston,77057,Harris,779900,22,Tanglewood Hollow,Briargrove,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2982,261.54,2021,3,3,3.1,0,4,2,Traditional,32
77238548,Townhouse/Condo,Active,1324 Wood Hollow Drive,Houston,77057,Harris,779900,22,Tanglewood Hollow,Briargrove,27,Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2979,261.8,2021,3,3,3.1,1,4,2,Traditional,60
21804915,Townhouse/Condo,Active,1310 Castle Court,Houston,77006,Harris,739900,16,Castle Court Terrace Amd,Montrose,27,Houston,POE ELEMENTARY SCHOOL,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2979,248.37,2021,3,3,3.1,0,4,2,Traditional,60
68038383,Single-Family,Active,5850 E Post Oak Lane,Houston,77055,Harris,559900,24,Uptown North,Spring Branch,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2978,188.01,2021,4,4,4.1,0,4,2,Contemporary/Modern,46
87766516,Single-Family,Active,3710 Somerset York ,Houston,77024,Harris,699851,9,Somerset Green,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2954,236.92,2021,3,3,3.1,0,3,2,Mediterranean,14
36112224,Single-Family,Active,3606 Lannister Lane ,Houston,77055,Harris,846395,9,Somerset Green,Timbergrove/Lazybrook,27,Houston,SINCLAIR ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2936,288.28,2021,3,3,3.1,0,3,2,Mediterranean,6
919728,Single-Family,Active,1023 Gross Street,Houston,77019,Harris,688400,16,River Oaks Shopping,River Oaks Shopping Area,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2931,234.87,2021,4,3,3.1,0,2.5,2,"Contemporary/Modern, Traditional",55
87004312,Single-Family,Active,6027 Matthew Oaks Place,Houston,77007,Harris,650000,9,Cottage Grove Lake,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2906,223.68,2021,3,3,3.1,0,4,2,"Mediterranean, Other Style, Spanish, Traditional",8
57276907,Single-Family,Active,1207E Hickory Street,Houston,77007,Harris,575000,9,Houston Views,Washington East/Sabine,27,Houston,CROCKETT ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,2858,201.19,2021,3,3,3.1,0,4,2,Contemporary/Modern,19
87776537,Single-Family,Active,1745 Allendale Bluff Lane,Pearland,77089,Harris,383615,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2844,134.89,2021,5,4,4,0,2,2,Traditional,106
92533952,Single-Family,Active,1716 Allendale Bluff Lane,Pearland,77089,Harris,363340,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2844,127.76,2021,5,4,4,0,2,2,Traditional,63
25525280,Single-Family,Active,1728 Allendale Bluff Lane,Pearland,77089,Harris,359340,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2844,126.35,2021,5,4,4,0,2,2,Traditional,63
98303854,Single-Family,Active,1725 Hartford Springs Trail,Pearland,77089,Harris,355365,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2844,124.95,2021,5,4,4,0,2,2,Traditional,63
36143669,Townhouse/Condo,Active,834 Nagle Street,Houston,77003,Harris,675000,4,Capitol Oaks Phase 7,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2794,241.59,2021,4,4,4.1,0,4,2,Contemporary/Modern,25
78603372,Single-Family,Active,4510 Red Yucca Drive,Baytown,77521,Harris,327877,2,Ashbel Cove,Baytown/Harris County,23,Goose Creek,BANUELOS ELEMENTARY SCHOOL,HIGHLANDS JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2776,118.11,2021,5,3,3,0,2,2,Traditional,84
85487238,Single-Family,Active,4510 Frontier Trail,Baytown,77521,Harris,322992,2,Ashbel Cove,Baytown/Harris County,23,Goose Creek,BANUELOS ELEMENTARY SCHOOL,HIGHLANDS JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2776,116.35,2021,5,3,3,0,2,2,Traditional,84
70863997,Single-Family,Active,15514 Sailpoint Lane,Houston,77053,Harris,322687,18,Anderson Lakes,Five Corners,27,Houston,MONTGOMERY ELEMENTARY SCHOOL (HOUSTON),LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2719,118.68,2021,5,3,3.1,0,2,2,Traditional,14
62305902,Single-Family,Active,2411 Songlark Springs Place,Pearland,77089,Harris,439995,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2695,163.26,2021,4,3,3,1,1,3,Traditional,61
69465983,Single-Family,Active,3806 Olde Bourbon Lane,Houston,77018,Harris,435000,9,Oak Forest East,Garden Oaks,27,Houston,GARDEN OAKS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2690,161.71,2021,3,3,3.1,0,3,2,Traditional,55
15911539,Single-Family,Active,13406 Kinsman Road,Houston,77049,Harris,289990,2,Imperial Forest,North Channel,46,Sheldon,ROYALWOOD ELEMENTARY SCHOOL,C.E. KING MIDDLE SCHOOL,CE KING HIGH SCHOOL,2688,107.88,2021,5,3,3,0,2,2,Traditional,51
90775695,Townhouse/Condo,Active,703 Bringhurst Street,Houston,77020,Harris,500000,2,Cage Street Landing,Denver Harbor,27,Houston,BRUCE ELEMENTARY SCHOOL,MCREYNOLDS MIDDLE SCHOOL,WHEATLEY HIGH SCHOOL,2659,188.04,2021,3,3,3.1,0,3,3,Other Style,20
11912695,Townhouse/Condo,Active,826 Nagle Street,Houston,77003,Harris,620000,4,Capitol Oaks Phase 7,East End Revitalized,27,Houston,LANTRIP ELEMENTARY SCHOOL,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,2650,233.96,2021,4,4,4.1,0,4,2,Contemporary/Modern,25
52136308,Townhouse/Condo,Active,6139 Cottage Grove Lake Drive,Houston,77007,Harris,515000,9,Cottage Grove Lake,Cottage Grove,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2622,196.41,2021,3,3,3.1,0,3,2,"Other Style, Spanish, Traditional",136
48177587,Single-Family,Active,1708 Allendale Bluff Lane,Pearland,77089,Harris,360665,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2594,139.04,2021,4,2,2.1,0,2,2,Traditional,70
27140350,Single-Family,Active,1721 Allendale Bluff Lane,Pearland,77089,Harris,349040,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2594,134.56,2021,4,2,2.1,0,2,2,Traditional,70
38775819,Single-Family,Active,1741 Allendale Bluff Lane,Pearland,77089,Harris,345665,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2594,133.26,2021,4,2,2.1,0,2,2,Traditional,63
25171002,Single-Family,Active,1820 Hartford Springs Trail,Pearland,77089,Harris,339995,3,Riverstone Ranch,Pearland,41,Pasadena,SOUTH BELT ELEMENTARY SCHOOL,THOMPSON INTERMEDIATE SCHOOL,DOBIE HIGH SCHOOL,2594,131.07,2021,4,2,2.1,0,2,2,Traditional,63
53611655,Single-Family,Active,15510 Sailpoint Lane,Houston,77053,Harris,315789,18,Anderson Lakes,Five Corners,27,Houston,MONTGOMERY ELEMENTARY SCHOOL (HOUSTON),LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2587,122.07,2021,4,2,2.1,0,2,2,Traditional,14
78683328,Single-Family,Active,15503 Sailpoint Lane,Houston,77053,Harris,315789,18,Anderson Lakes,Five Corners,27,Houston,MONTGOMERY ELEMENTARY SCHOOL (HOUSTON),LAWSON MIDDLE SCHOOL,MADISON HIGH SCHOOL (HOUSTON),2587,122.07,2021,4,2,2.1,0,2,2,Traditional,14
77466205,Single-Family,Active,5230 Darling Street,Houston,77007,Harris,484900,9,Cottage Grove,Cottage Grove,27,Houston,LOVE ELEMENTARY SCHOOL,HOGG MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,2576,188.24,2021,3,2,2.1,0,2,2,Traditional,35
97435392,Single-Family,Active,3808 Olde Bourbon Lane,Houston,77018,Harris,445000,9,Oak Grove,Oak Forest East Area,27,Houston,GARDEN OAKS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2574,172.88,2021,4,3,3.1,0,3,2,Traditional,4
15228935,Single-Family,Active,4518 Wildflower Way,Baytown,77521,Harris,305946,2,Ashbel Cove,Baytown/Harris County,23,Goose Creek,BANUELOS ELEMENTARY SCHOOL,HIGHLANDS JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2574,118.86,2021,4,2,2.1,0,2,2,Traditional,84
83145295,Single-Family,Active,9223 Spanish Hills Drive,Baytown,77521,Harris,351925,2,Ashbel Cove,Baytown/Harris County,23,Goose Creek,BANUELOS ELEMENTARY SCHOOL,HIGHLANDS JUNIOR HIGH SCHOOL,GOOSE CREEK MEMORIAL,2569,136.99,2021,5,4,4,0,1,3,Traditional,40
39173861,Single-Family,Active,5012 Lillian Street,Houston,77007,Harris,599900,16,Rice Military,Rice Military/Washington Corridor,27,Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),2543,235.9,2021,3,2,2.1,0,2,2,Traditional,18
37401899,Single-Family,Active,1407 Michigan Street,Houston,77006,Harris,644900,16,Montrose,Montrose,27,Houston,WOODROW WILSON MONTESSORI,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2540,253.9,2021,3,2,2.1,0,2,2,Contemporary/Modern,7
